SA2_CODE16,avg
213051365,1923.1832135113546
213051366,1943.957007738607
213051368,1686.4248130711715
213051369,1738.692478894858
213051464,2492.8224035142766
213051465,2210.139426924924
213051466,2317.886165297741
213051467,1474.165282251229
213051468,1788.146109271523
214011370,1546.1910857495373
214011371,1402.1702491450903
214011372,1307.3709107663954
214011373,1990.8558849171752
214011374,1858.7299877267149
214011375,1503.3762622082436
214011376,2154.5286598493003
214021377,1521.4611096707285
214021378,2157.228482972136
214021379,1499.506392759661
214021380,1611.4181234391724
214021381,2455.0325478076106
214021382,2061.3197726061467
214021383,1466.0673060307586
214021384,1246.2783006535947
214021385,1792.5947511312218
215011386,1319.6572060449687
215011387,1378.4225
215011388,1397.0707219715378
215011389,1456.5702479338843
215011390,1250.8332652227216
215011391,1111.6109803921568
215011392,1304.1962846126885
215011393,1297.3942307692307
215011394,1208.1283204798629
215021395,1648.6769005847952
215021396,1350.845035460993
215021398,1374.2152156224572
215021399,1341.9157836029
215021469,1285.953104249668
215021470,1395.7285833681572
215031400,1153.5113528855252
215031401,1216.7523830155978
215031402,1158.3996350364964
215031403,1448.808840413318
215031404,1384.3900140646977
215031405,1409.7926367081755
216011406,1458.593389296957
216011407,1355.6063829787233
216011408,1468.6150088809948
216011409,1333.947972456006
216011410,1223.5606382978724
216021411,1317.0898058252428
216021412,1415.9014778325122
216021413,1337.7235985985985
216021414,1281.985001947799
216031415,1256.3154718361375
216031416,1570.664882772681
216031417,1469.9699583153658
216031418,1693.283628318584
216031419,1472.128916449086
217011420,1379.70972082072
217011421,1335.602193835046
217011422,1372.9973002159827
217011423,1410.9879578524838
217031471,1235.1308835672999
217031472,1338.0604091456078
217031473,1446.206976744186
217031474,1328.328222600795
217031475,1513.5307486631016
217031476,1228.6787216148023
217041477,1539.9538348803126
217041478,1536.300890795117
217041479,1520.1635427099727
217041480,1485.8723958333333
297979799,
299999499,
